image_filename,image_path,image_sha256,video_filename,video_sha256,session_group,subdomain_group,source_frame_index,timestamp_seconds,image_width,image_height,temporal_bin,target_bins_for_video,phash
Ants4_f000128_t0002p133s.jpg,datasets/ants_v4_annotation_pack/own_colony_train/images/Ants4_f000128_t0002p133s.jpg,be6f8e502aa77e40a3072a51f07e4c3949652e87166a4824dfb918707245d3d9,Ants4.mp4,b57141b70f2fd0ceafdcf4676990f8204eb11d4cf6601a25eaa0bd5b31a20192,session_B_2026-08-14_block_nest_entry,block_nest_entry,128,2.132627,1920,1080,0,12,df3c309d9e3624d9
Ants4_f000460_t0007p664s.jpg,datasets/ants_v4_annotation_pack/own_colony_train/images/Ants4_f000460_t0007p664s.jpg,3bdd6e199ce1ba1a64ba54084824e250895b80fed5955c0797156923f70b1eda,Ants4.mp4,b57141b70f2fd0ceafdcf4676990f8204eb11d4cf6601a25eaa0bd5b31a20192,session_B_2026-08-14_block_nest_entry,block_nest_entry,460,7.664129,1920,1080,1,12,df38308d9f7624d9
Ants4_f000677_t0011p280s.jpg,datasets/ants_v4_annotation_pack/own_colony_train/images/Ants4_f000677_t0011p280s.jpg,c84327cf389492b4560df760ce9bc79a72dbdf6f1d716a8cdb445738de394eb0,Ants4.mp4,b57141b70f2fd0ceafdcf4676990f8204eb11d4cf6601a25eaa0bd5b31a20192,session_B_2026-08-14_block_nest_entry,block_nest_entry,677,11.279599,1920,1080,2,12,df3c308d9e7624d9
Ants4_f000894_t0014p895s.jpg,datasets/ants_v4_annotation_pack/own_colony_train/images/Ants4_f000894_t0014p895s.jpg,65bbf681a77169f3df906a195c358c95d6cbf3353a29daef577a184f6c956df8,Ants4.mp4,b57141b70f2fd0ceafdcf4676990f8204eb11d4cf6601a25eaa0bd5b31a20192,session_B_2026-08-14_block_nest_entry,block_nest_entry,894,14.895069,1920,1080,3,12,df3c308d9f3624d9
Ants4_f001149_t0019p144s.jpg,datasets/ants_v4_annotation_pack/own_colony_train/images/Ants4_f001149_t0019p144s.jpg,5c0f8bb74f7f32f9afe6fb23bee1d02d7bcedd3de33a36655f57a6a6832eb610,Ants4.mp4,b57141b70f2fd0ceafdcf4676990f8204eb11d4cf6601a25eaa0bd5b31a20192,session_B_2026-08-14_block_nest_entry,block_nest_entry,1149,19.143662,1920,1080,4,12,df3c308d9e7624d9
Ants4_f001405_t0023p409s.jpg,datasets/ants_v4_annotation_pack/own_colony_train/images/Ants4_f001405_t0023p409s.jpg,1fe9e13f4937abb84546b3903c3dce750f30d0181535029bf47437d5df3b4ec9,Ants4.mp4,b57141b70f2fd0ceafdcf4676990f8204eb11d4cf6601a25eaa0bd5b31a20192,session_B_2026-08-14_block_nest_entry,block_nest_entry,1405,23.408917,1920,1080,5,12,df3c309d9e3624d9
Ants4_f001699_t0028p307s.jpg,datasets/ants_v4_annotation_pack/own_colony_train/images/Ants4_f001699_t0028p307s.jpg,cdda0c365a6c1458d298a346c62b9b301c50d086a2bc8534564cecad12e8aa9b,Ants4.mp4,b57141b70f2fd0ceafdcf4676990f8204eb11d4cf6601a25eaa0bd5b31a20192,session_B_2026-08-14_block_nest_entry,block_nest_entry,1699,28.307296,1920,1080,6,12,df38309d9f3624d9
Ants4_f001877_t0031p273s.jpg,datasets/ants_v4_annotation_pack/own_colony_train/images/Ants4_f001877_t0031p273s.jpg,405f5c35bfeae3c46b5484a51a8988ca60d6cdd23460030a690df81fb91986ac,Ants4.mp4,b57141b70f2fd0ceafdcf4676990f8204eb11d4cf6601a25eaa0bd5b31a20192,session_B_2026-08-14_block_nest_entry,block_nest_entry,1877,31.27298,1920,1080,7,12,df38319d9e3624d9
Ants4_f002171_t0036p171s.jpg,datasets/ants_v4_annotation_pack/own_colony_train/images/Ants4_f002171_t0036p171s.jpg,1c94359da9781c27c750dc80f444862e74e48d5ac21dd44d3e83ef9784542364,Ants4.mp4,b57141b70f2fd0ceafdcf4676990f8204eb11d4cf6601a25eaa0bd5b31a20192,session_B_2026-08-14_block_nest_entry,block_nest_entry,2171,36.171359,1920,1080,8,12,df3c309d9e3624d9
Ants4_f002426_t0040p420s.jpg,datasets/ants_v4_annotation_pack/own_colony_train/images/Ants4_f002426_t0040p420s.jpg,20c375435a4586b2554e12637e087fbdf895ec08c791d15a11b963a71089ef07,Ants4.mp4,b57141b70f2fd0ceafdcf4676990f8204eb11d4cf6601a25eaa0bd5b31a20192,session_B_2026-08-14_block_nest_entry,block_nest_entry,2426,40.419952,1920,1080,9,12,df3c309d9e3624d9
Ants4_f002682_t0044p685s.jpg,datasets/ants_v4_annotation_pack/own_colony_train/images/Ants4_f002682_t0044p685s.jpg,42168fcd11b17e0a7f27d46022fc53d3ae8574c1724ef87c844ecd4e12913a99,Ants4.mp4,b57141b70f2fd0ceafdcf4676990f8204eb11d4cf6601a25eaa0bd5b31a20192,session_B_2026-08-14_block_nest_entry,block_nest_entry,2682,44.685207,1920,1080,10,12,df3c309d9e3624d9
Ants4_f002937_t0048p934s.jpg,datasets/ants_v4_annotation_pack/own_colony_train/images/Ants4_f002937_t0048p934s.jpg,0db5d0c81361fa6ca2e18383ca261afebc402a227942e7b471e68814e85777af,Ants4.mp4,b57141b70f2fd0ceafdcf4676990f8204eb11d4cf6601a25eaa0bd5b31a20192,session_B_2026-08-14_block_nest_entry,block_nest_entry,2937,48.9338,1920,1080,11,12,df2a318d9e7624d9
Ants6_f000293_t0004p882s.jpg,datasets/ants_v4_annotation_pack/own_colony_train/images/Ants6_f000293_t0004p882s.jpg,df00afe66f9f170821a49069e09ebff413b76a611241f8aeb950555a8ead1a68,Ants6.mp4,d525ab0a5d1c3625c79ad50288d4c4480faf7880faf40b97e07b5e6043b937d0,session_B_2026-08-14_block_nest_entry,block_nest_entry,293,4.881736,1920,1080,0,12,df08777139988ee6
Ants6_f000605_t0010p080s.jpg,datasets/ants_v4_annotation_pack/own_colony_train/images/Ants6_f000605_t0010p080s.jpg,814d4364488436e2ceafa1800bdd62cbc0f5abfe8967d7cc7bbfd72cba8d306c,Ants6.mp4,d525ab0a5d1c3625c79ad50288d4c4480faf7880faf40b97e07b5e6043b937d0,session_B_2026-08-14_block_nest_entry,block_nest_entry,605,10.080035,1920,1080,1,12,df3e318c8f3624d9
Ants6_f000917_t0015p278s.jpg,datasets/ants_v4_annotation_pack/own_colony_train/images/Ants6_f000917_t0015p278s.jpg,8417eda6c53aaf9f436e0cedc3b21307c20dc14da503ba5aceeefd73fc532923,Ants6.mp4,d525ab0a5d1c3625c79ad50288d4c4480faf7880faf40b97e07b5e6043b937d0,session_B_2026-08-14_block_nest_entry,block_nest_entry,917,15.278334,1920,1080,2,12,df2831159ef625d9
Ants6_f001284_t0021p393s.jpg,datasets/ants_v4_annotation_pack/own_colony_train/images/Ants6_f001284_t0021p393s.jpg,f923cfc386dfcb490e141be2dd61be480f08e48f50b539036ca069ce24b334c1,Ants6.mp4,d525ab0a5d1c3625c79ad50288d4c4480faf7880faf40b97e07b5e6043b937d0,session_B_2026-08-14_block_nest_entry,block_nest_entry,1284,21.393,1920,1080,3,12,df3c318d9e3624d9
Ants6_f001760_t0029p324s.jpg,datasets/ants_v4_annotation_pack/own_colony_train/images/Ants6_f001760_t0029p324s.jpg,5822507d2588cd5bf540faea817b6a2977ca2f114653e22fc3383ee7e6a9d065,Ants6.mp4,d525ab0a5d1c3625c79ad50288d4c4480faf7880faf40b97e07b5e6043b937d0,session_B_2026-08-14_block_nest_entry,block_nest_entry,1760,29.323738,1920,1080,4,12,df2f30dc8e3624d9
Ants6_f002017_t0033p606s.jpg,datasets/ants_v4_annotation_pack/own_colony_train/images/Ants6_f002017_t0033p606s.jpg,b12a7e42fdaee1a2474184eff35ea00d9d12b55a2510164e5e431b81c9fc9bc6,Ants6.mp4,d525ab0a5d1c3625c79ad50288d4c4480faf7880faf40b97e07b5e6043b937d0,session_B_2026-08-14_block_nest_entry,block_nest_entry,2017,33.60567,1920,1080,5,12,df2c309d9e7624d9
Ants6_f002329_t0038p804s.jpg,datasets/ants_v4_annotation_pack/own_colony_train/images/Ants6_f002329_t0038p804s.jpg,21c4ad945cb7f5877ff2563dc576436de6a5611e0669a34d8b10ed78400b5e0c,Ants6.mp4,d525ab0a5d1c3625c79ad50288d4c4480faf7880faf40b97e07b5e6043b937d0,session_B_2026-08-14_block_nest_entry,block_nest_entry,2329,38.803969,1920,1080,6,12,df38309d9e7624d9
Ants6_f002641_t0044p002s.jpg,datasets/ants_v4_annotation_pack/own_colony_train/images/Ants6_f002641_t0044p002s.jpg,604238ed9c5ca83716595c32235365ad825184c100e32f1f4936637c8c60d2ec,Ants6.mp4,d525ab0a5d1c3625c79ad50288d4c4480faf7880faf40b97e07b5e6043b937d0,session_B_2026-08-14_block_nest_entry,block_nest_entry,2641,44.002268,1920,1080,7,12,df2c309d8e7625d9
Ants6_f003117_t0051p933s.jpg,datasets/ants_v4_annotation_pack/own_colony_train/images/Ants6_f003117_t0051p933s.jpg,34dbcdb819223d3e7f5991af443f5aa448ec39d6768eba440171bfe40759cf75,Ants6.mp4,d525ab0a5d1c3625c79ad50288d4c4480faf7880faf40b97e07b5e6043b937d0,session_B_2026-08-14_block_nest_entry,block_nest_entry,3117,51.933006,1920,1080,8,12,df28309d9e7625d9
Ants6_f003484_t0058p048s.jpg,datasets/ants_v4_annotation_pack/own_colony_train/images/Ants6_f003484_t0058p048s.jpg,78fb9be09264f6e1caa08127a638103e48f2a4ee4e4f925905acae3b329aa650,Ants6.mp4,d525ab0a5d1c3625c79ad50288d4c4480faf7880faf40b97e07b5e6043b937d0,session_B_2026-08-14_block_nest_entry,block_nest_entry,3484,58.047672,1920,1080,9,12,df38309d9e7624d9
Ants6_f003851_t0064p162s.jpg,datasets/ants_v4_annotation_pack/own_colony_train/images/Ants6_f003851_t0064p162s.jpg,b33b99a0002a5112a0fff2c727dbf23535c3570b8fd0a3c3b4c22f1303004977,Ants6.mp4,d525ab0a5d1c3625c79ad50288d4c4480faf7880faf40b97e07b5e6043b937d0,session_B_2026-08-14_block_nest_entry,block_nest_entry,3851,64.162337,1920,1080,10,12,df3c309d9e3624d9
Ants6_f004218_t0070p277s.jpg,datasets/ants_v4_annotation_pack/own_colony_train/images/Ants6_f004218_t0070p277s.jpg,8b50cb0ab2345f99aa3f25182a05d2008e101cce7e7f96b4e80887ebcc9bcb6c,Ants6.mp4,d525ab0a5d1c3625c79ad50288d4c4480faf7880faf40b97e07b5e6043b937d0,session_B_2026-08-14_block_nest_entry,block_nest_entry,4218,70.277003,1920,1080,11,12,df38309d9e7624d9
Ants3_f000118_t0001p966s.jpg,datasets/ants_v4_annotation_pack/own_colony_train/images/Ants3_f000118_t0001p966s.jpg,e704dfa14c5e49c443f5af1f83b2babc562aae47554be4a269e27b881bb31366,Ants3.mp4,2692ad60fe3f4f406b2f4b20973e63382707856410ca382607cc6a27138cff69,session_B_2026-08-14_lateral_chamber,lateral_chamber,118,1.966009,1920,1080,0,8,efd43edc9530ca8f
Ants3_f000388_t0006p465s.jpg,datasets/ants_v4_annotation_pack/own_colony_train/images/Ants3_f000388_t0006p465s.jpg,06771942fad848f276b3e27b7f8da23ca8148c69f58abd0bcf154621bb828400,Ants3.mp4,2692ad60fe3f4f406b2f4b20973e63382707856410ca382607cc6a27138cff69,session_B_2026-08-14_lateral_chamber,lateral_chamber,388,6.464505,1920,1080,1,8,ea3c7fd13060c1ba
Ants3_f000518_t0008p630s.jpg,datasets/ants_v4_annotation_pack/own_colony_train/images/Ants3_f000518_t0008p630s.jpg,abe730fbad5cb720a46603abe61acfb3fd742c91a97d6eece99d72b06b6f9f91,Ants3.mp4,2692ad60fe3f4f406b2f4b20973e63382707856410ca382607cc6a27138cff69,session_B_2026-08-14_lateral_chamber,lateral_chamber,518,8.630448,1920,1080,2,8,fa357ed130608bb6
Ants3_f000788_t0013p129s.jpg,datasets/ants_v4_annotation_pack/own_colony_train/images/Ants3_f000788_t0013p129s.jpg,477353ee5e41c9fcaad6a52c2e22928d29e0735a49a91b43da57621cc3cb46d0,Ants3.mp4,2692ad60fe3f4f406b2f4b20973e63382707856410ca382607cc6a27138cff69,session_B_2026-08-14_lateral_chamber,lateral_chamber,788,13.128944,1920,1080,3,8,fbf478d51160cb1d
Ants3_f001023_t0017p044s.jpg,datasets/ants_v4_annotation_pack/own_colony_train/images/Ants3_f001023_t0017p044s.jpg,386a8d8e5488c24fc3d59c6c2172a7371b03528cf0fe5d8272b397bc3795c224,Ants3.mp4,2692ad60fe3f4f406b2f4b20973e63382707856410ca382607cc6a27138cff69,session_B_2026-08-14_lateral_chamber,lateral_chamber,1023,17.044302,1920,1080,4,8,fff43ad09534ea8f
Ants3_f001364_t0022p726s.jpg,datasets/ants_v4_annotation_pack/own_colony_train/images/Ants3_f001364_t0022p726s.jpg,cf20ace3977b22c92746dd6c200b3696adf43eee7976055374a579ed5cb08791,Ants3.mp4,2692ad60fe3f4f406b2f4b20973e63382707856410ca382607cc6a27138cff69,session_B_2026-08-14_lateral_chamber,lateral_chamber,1364,22.725735,1920,1080,5,8,fff43ad09531ea8f
Ants3_f001494_t0024p892s.jpg,datasets/ants_v4_annotation_pack/own_colony_train/images/Ants3_f001494_t0024p892s.jpg,8dc96b239a7ffd396e8638b9769edd2b5c9ac4ba1cd3874eeb788700dd4438aa,Ants3.mp4,2692ad60fe3f4f406b2f4b20973e63382707856410ca382607cc6a27138cff69,session_B_2026-08-14_lateral_chamber,lateral_chamber,1494,24.891678,1920,1080,6,8,ead42bd4823ae74d
Ants3_f001835_t0030p573s.jpg,datasets/ants_v4_annotation_pack/own_colony_train/images/Ants3_f001835_t0030p573s.jpg,4a248cc0262e4d93b9b1e655185b1bb707656051232921e2c9c2903ea353cfcd,Ants3.mp4,2692ad60fe3f4f406b2f4b20973e63382707856410ca382607cc6a27138cff69,session_B_2026-08-14_lateral_chamber,lateral_chamber,1835,30.573112,1920,1080,7,8,ffd42ad5be2fc898
Ants7_f000274_t0004p569s.jpg,datasets/ants_v4_annotation_pack/own_colony_train/images/Ants7_f000274_t0004p569s.jpg,2a304d69c59cd7f617dbfca1a405b9df6d14f0b698c5a03831d045b9dd4c6ae9,Ants7.mp4,f1b690fcca541958f4026e733c3b93db0599919d60940a4c37de3f5e286be848,session_B_2026-08-14_lateral_chamber,lateral_chamber,274,4.568502,1920,1080,0,8,ffa2f0d53ee09fb4
Ants7_f000739_t0012p322s.jpg,datasets/ants_v4_annotation_pack/own_colony_train/images/Ants7_f000739_t0012p322s.jpg,b11579503f0eddea3a9f150236cdae6009c142225406ba08bbb410663b4ada84,Ants7.mp4,f1b690fcca541958f4026e733c3b93db0599919d60940a4c37de3f5e286be848,session_B_2026-08-14_lateral_chamber,lateral_chamber,739,12.321617,1920,1080,1,8,ffe260d1bf60cbb5
